appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories 1,categories 2,positive_ratio,ratings,owners_average,MutualPlayerCount
35720,Trine 2: Complete Story,Frozenbyte,Frozenbyte,,20282,955,"2,000,000 .. 5,000,000",507,0,197,0,69,"Action, Adventure, Indie",USD,19.99,Single-player, Multi-player,0.955031313,0.852686639,3500000,232
72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,,299396,16246,"5,000,000 .. 10,000,000",7095,702,3068,702,2654,RPG,USD,19.99,Single-player, Steam Achievements,0.948530297,0.934061541,7500000,915
55230,Saints Row: The Third,Volition,Deep Silver,,64760,2853,"2,000,000 .. 5,000,000",1596,76,910,76,235,Action,USD,9.99,Single-player, Multi-player,0.957803973,0.903537145,3500000,692
1500,Darwinia,Introversion Software,Introversion Software,,822,210,"100,000 .. 200,000",174,0,30,0,6,"Indie, Strategy",USD,9.99,Single-player, Full controller support,0.796511628,0.779390838,150000,12
1510,Uplink,Introversion Software,Introversion Software,,2083,203,"500,000 .. 1,000,000",76,0,10,0,10,"Indie, Strategy",USD,9.99,Single-player, Family Sharing,0.9111986,0.78833897,750000,9
24420,Aquaria,"Bit Blot, LLC","Bit Blot, LLC",,1277,174,"200,000 .. 500,000",9,0,11,0,1,Indie,USD,9.99,Single-player, Steam Achievements,0.880082702,0.783552211,350000,10
107800,Rochard,Recoil Games,Warner Bros. Interactive Entertainment,,1582,139,"200,000 .. 500,000",204,0,321,0,1,"Action, Casual, Indie",,0,Single-player, Steam Achievements,0.919233004,0.786553492,350000,22
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"Dejobaan Games, LLC, Owlchemy Labs","Dejobaan Games, LLC",,805,278,"200,000 .. 500,000",44,0,32,0,1,"Action, Indie, Sports",USD,9.99,Single-player, Steam Achievements,0.743305633,0.777529953,350000,8
202200,Galactic Civilizations II: Ultimate Edition,Stardock Entertainment,Stardock Entertainment,,1218,369,"500,000 .. 1,000,000",102,0,6,0,26,"Indie, Strategy",USD,19.99,Single-player, Family Sharing,0.767485822,0.778211409,750000,20
105450,Age of Empires III (2007),Ensemble Studios,Xbox Game Studios,,28749,2882,"2,000,000 .. 5,000,000",2109,925,469,925,664,"Simulation, Strategy",USD,39.99,Single-player, Multi-player,0.908886852,0.846202348,3500000,163
80360,Blackwell Deception,Wadjet Eye Games,Wadjet Eye Games,,526,23,"100,000 .. 200,000",215,0,215,0,1,"Adventure, Indie",USD,9.99,Single-player, Steam Achievements,0.958105647,0.782075795,150000,14
65300,Dustforce DX,Hitbox Team,SEGA,,1993,281,"200,000 .. 500,000",370,0,117,0,8,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.8764292,0.78579721,350000,56
102840,Shank 2,Klei Entertainment,Klei Entertainment,,2622,574,"200,000 .. 500,000",125,0,93,0,4,"Action, Adventure, Indie",USD,9.99,Single-player, Multi-player,0.820400501,0.782868387,350000,91
207490,Rayman Origins,UBIart Montpellier,Ubisoft,,3982,245,"200,000 .. 500,000",439,0,509,0,47,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.942039271,0.799303229,350000,26
115110,Stacking,Double Fine Productions,Double Fine Productions,,1528,191,"200,000 .. 500,000",300,0,357,0,3,"Adventure, Indie",USD,9.99,Single-player, Partial Controller Support,0.888888889,0.784869455,350000,57
204180,Waveform,Eden Industries,Eden Industries,,1775,366,"200,000 .. 500,000",208,0,175,0,0,"Adventure, Indie, Strategy",USD,1.99,Single-player, Steam Achievements,0.829051845,0.782200513,350000,68
205730,Insanely Twisted Shadow Planet,Shadow Planet Productions,Xbox Game Studios,,720,102,"200,000 .. 500,000",68,0,68,0,2,"Action, Adventure, Indie",USD,14.99,Single-player, Multi-player,0.875912409,0.781430618,350000,7
204100,Max Payne 3,Rockstar Studios,Rockstar Games,,44024,7064,"2,000,000 .. 5,000,000",979,230,628,230,509,Action,USD,5.99,Single-player, Multi-player,0.861728782,0.831425339,3500000,359
207610,The Walking Dead,Telltale Games,Skybound Games,,64975,1876,"2,000,000 .. 5,000,000",779,467,404,467,200,Adventure,USD,14.99,Single-player, Steam Achievements,0.971937593,0.912922776,3500000,539
209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",,1265,1057,"100,000 .. 200,000",476,0,656,0,8,Action,,0,Single-player, Multi-player,0.544788975,0.761668449,150000,29
203630,Warlock - Master of the Arcane,Ino-Co Plus,Paradox Interactive,,2175,345,"500,000 .. 1,000,000",686,0,142,0,53,Strategy,USD,6.24,Single-player, Multi-player,0.863095238,0.785443149,750000,41
209830,Lone Survivor: The Director's Cut,Jasper Byrne,Superflat Games,,1094,188,"200,000 .. 500,000",90,0,174,0,1,"Action, Adventure, Indie, RPG, Simulation",USD,9.99,Single-player, Steam Cloud,0.853354134,0.781904379,350000,6
200710,Torchlight II,Runic Games,Gearbox Publishing,,40107,3064,"2,000,000 .. 5,000,000",1391,31,702,32,339,"Action, Adventure, Indie, RPG",USD,19.99,Single-player, Multi-player,0.92902643,0.868147021,3500000,258
202170,Sleeping Dogs,United Front Games,Square Enix,,15993,927,"2,000,000 .. 5,000,000",1021,0,782,0,27,"Action, Adventure",,0,Single-player, Steam Achievements,0.945212766,0.839565189,3500000,192
207350,Ys Origin,Nihon Falcom,XSEED Games,,2919,202,"200,000 .. 500,000",279,0,169,0,17,"Action, Adventure, RPG",USD,19.99,Single-player, Steam Achievements,0.935277155,0.79380214,350000,56
211440,Adventures of Shuggy,Smudged Cat Games Ltd,Smudged Cat Games Ltd,,1015,172,"200,000 .. 500,000",85,0,41,0,0,Indie,USD,4.99,Single-player, Multi-player,0.855096883,0.781750158,350000,13
211420,DARK SOULS: Prepare To Die Edition,FromSoftware,Bandai Namco Entertainment,,70842,6635,"2,000,000 .. 5,000,000",4253,12,1874,12,234,"Action, RPG",,0,Single-player, Multi-player,0.914361682,0.877056659,3500000,185
201790,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,,17519,1245,"2,000,000 .. 5,000,000",635,0,296,0,58,"Action, Adventure, Indie, RPG, Strategy",USD,14.99,Single-player, Multi-player,0.933649542,0.839105253,3500000,273
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",,264353,17231,"10,000,000 .. 20,000,000",3049,406,1065,454,3871,"Action, RPG",USD,19.99,Single-player, Multi-player,0.938806892,0.923673224,15000000,1112
205100,Dishonored,Arkane Studios,Bethesda Softworks,,76098,1843,"2,000,000 .. 5,000,000",926,12,555,12,418,"Action, Adventure",USD,9.99,Single-player, Steam Achievements,0.976353909,0.922225545,3500000,380
209270,Hero Academy,Robot Entertainment,Robot Entertainment,,510,236,"100,000 .. 200,000",14,0,14,0,0,"Indie, Strategy",,0,Single-player, Multi-player,0.683646113,0.776436656,150000,15
50650,Darksiders II,Vigil Games,Nordic Games,,5608,612,"0 .. 20,000",708,0,203,0,32,"Action, Adventure, RPG",,0,Single-player, Steam Achievements,0.901607717,0.800229028,10000,64
208580,STAR WARS Knights of the Old Republic II - The Sith Lords,"Obsidian Entertainment, Aspyr (Mac, Linux, &amp; Windows Update)","LucasArts, Lucasfilm, Aspyr (Mac, Linux)",,21304,1452,"1,000,000 .. 2,000,000",1050,0,411,0,391,RPG,USD,9.99,Single-player, Steam Achievements,0.936192652,0.847449185,1500000,78
211260,They Bleed Pixels,Spooky Squid Games Inc.,Spooky Squid Games Inc.,,2089,422,"200,000 .. 500,000",147,0,90,0,0,"Action, Indie",USD,2.49,Single-player, Steam Achievements,0.831939466,0.782970657,350000,38
212680,FTL: Faster Than Light,Subset Games,Subset Games,,67705,3091,"2,000,000 .. 5,000,000",1726,362,582,362,1381,"Indie, Simulation, Strategy",USD,9.99,Single-player, Steam Achievements,0.956339341,0.90422612,3500000,226
204360,Castle Crashers,The Behemoth,The Behemoth,,104406,4107,"5,000,000 .. 10,000,000",538,267,291,267,529,"Action, Adventure, Casual, Indie, RPG",USD,14.99,Single-player, Multi-player,0.962152,0.923050052,7500000,388
219150,Hotline Miami,Dennaton Games,Devolver Digital,,91042,2547,"2,000,000 .. 5,000,000",380,145,246,145,210,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.972785263,0.926396339,3500000,346
214590,Fairy Bloom Freesia,Edelweiss,Nyu Media,,922,166,"100,000 .. 200,000",144,0,212,0,1,"Action, Indie",USD,7.99,Single-player, Steam Achievements,0.847426471,0.781238474,150000,23
214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,,15307,472,"1,000,000 .. 2,000,000",410,0,274,0,6,"Action, Adventure, Indie",,0,Single-player, Steam Achievements,0.970086824,0.845582756,1500000,172
215510,Rocketbirds: Hardboiled Chicken,Ratloop Asia,Reverb Publishing,,2465,638,"200,000 .. 500,000",177,0,232,0,2,"Adventure, Indie",USD,3.04,Single-player, Multi-player,0.794392523,0.780279074,350000,18
223220,Giana Sisters: Twisted Dreams,Black Forest Games,"HandyGames, Black Forest Games",,1428,409,"20,000 .. 50,000",86,0,85,0,6,"Action, Indie",USD,14.99,Single-player, Multi-player,0.777354382,0.778705723,35000,56
8870,BioShock Infinite,"Irrational Games, Virtual Programming (Linux)",2K,,127450,8345,"2,000,000 .. 5,000,000",788,268,577,268,419,Action,USD,29.99,Single-player, Steam Achievements,0.938547075,0.91010482,3500000,736
200510,XCOM: Enemy Unknown,"Firaxis Games, Feral Interactive (Linux)","2K, Feral Interactive (Linux)",,50577,3026,"2,000,000 .. 5,000,000",2711,0,1430,0,822,Strategy,USD,29.99,Single-player, Multi-player,0.943547936,0.885173809,3500000,270
211400,Deadlight,"Tequila Works, S.L.",Xbox Game Studios,,9848,2629,"500,000 .. 1,000,000",246,0,239,0,3,"Action, Adventure, Indie",USD,14.99,Single-player, Steam Achievements,0.789292298,0.781918236,750000,96
211900,Conquest of Elysium 3,Illwinter Game Design,Illwinter Game Design,,255,62,"50,000 .. 100,000",61,0,61,0,2,"Indie, Strategy",USD,9.99,Single-player, Multi-player,0.804416404,0.779063369,75000,3
203160,Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes","Crystal Dynamics, Feral Interactive (Mac)",,222413,8918,"5,000,000 .. 10,000,000",654,430,408,651,1351,"Action, Adventure",USD,2.99,Single-player, Multi-player,0.961449179,0.940844688,7500000,1061
208480,Assassin’s Creed III,Ubisoft Montreal,Ubisoft,,10423,3621,"1,000,000 .. 2,000,000",1081,0,914,0,16,Adventure,,0,Single-player, Multi-player,0.742167474,0.76695469,1500000,115
220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,88981,10057,"2,000,000 .. 5,000,000",1464,61,984,66,654,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.898453119,0.871052653,3500000,552
219740,Don't Starve,Klei Entertainment,Klei Entertainment,,102558,3453,"2,000,000 .. 5,000,000",1394,595,305,595,2189,"Adventure, Indie, Simulation",USD,9.99,Single-player, Full controller support,0.967427908,0.926457663,3500000,304
322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,,429336,19112,"20,000,000 .. 50,000,000",2566,253,585,42,39670,"Action, Adventure, Indie, RPG, Simulation, Strategy",USD,14.99,Single-player, Multi-player,0.957381904,0.94638945,35000000,1084
213610,Sonic Adventure 2,SEGA,SEGA,,17336,2297,"1,000,000 .. 2,000,000",2384,15,194,16,293,Action,USD,9.99,Single-player, Multi-player,0.883003107,0.820506619,1500000,52
203140,Hitman: Absolution,Io-Interactive A/S,Io-Interactive A/S,,43197,3606,"2,000,000 .. 5,000,000",687,1166,440,1166,277,Action,USD,19.99,Single-player, Steam Achievements,0.922953657,0.867318976,3500000,513
224960,Tomb Raider I (1996),Core Design,Crystal Dynamics,,3775,647,"500,000 .. 1,000,000",85,0,42,0,11,"Action, Adventure",USD,6.99,Single-player, Family Sharing,0.853686115,0.788578605,750000,30
221640,Super Hexagon,Terry Cavanagh,Terry Cavanagh,,23397,758,"1,000,000 .. 2,000,000",222,0,88,0,22,"Action, Indie",USD,2.99,Single-player, Full controller support,0.968619333,0.864388853,1500000,111
209950,Triple Town,Spry Fox LLC,Spry Fox LLC,,720,62,"20,000 .. 50,000",858,0,858,0,7,"Casual, Indie, Strategy",USD,9.99,Single-player, Steam Trading Cards,0.920716113,0.782465808,35000,27
227200,Waking Mars,Tiger Style,Tiger Style,,1031,134,"200,000 .. 500,000",23,0,29,0,0,"Action, Adventure, Indie",USD,9.99,Single-player, Steam Achievements,0.884978541,0.782835869,350000,10
63710,BIT.TRIP RUNNER,"Gaijin Games, Choice Provisions","Gaijin Games, Choice Provisions",,3322,544,"200,000 .. 500,000",192,0,181,0,1,"Action, Indie",USD,9.99,Single-player, Steam Achievements,0.859286084,0.788141379,350000,50
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Gaijin Games,"Gaijin Games, Choice Provisions",,2782,243,"200,000 .. 500,000",158,0,98,0,3,"Action, Casual, Indie",USD,14.99,Single-player, Steam Achievements,0.919669421,0.79192793,350000,47
228280,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,,13801,1210,"1,000,000 .. 2,000,000",3672,1,322,1,560,"Adventure, RPG",USD,19.99,Single-player, Multi-player,0.919392446,0.826300413,1500000,104
212480,Sonic & All-Stars Racing Transformed Collection,Sumo Digital,SEGA,,15234,998,"500,000 .. 1,000,000",478,0,205,0,59,"Racing, Sports",USD,19.99,Single-player, Multi-player,0.938516511,0.835591469,750000,163
49540,Aliens: Colonial Marines Collection,Gearbox Software,SEGA,,6447,4336,"500,000 .. 1,000,000",230,0,202,0,18,Action,USD,29.99,Single-player, Multi-player,0.597885561,0.730260172,750000,81
220440,DmC: Devil May Cry,Ninja Theory,Capcom,,25457,1867,"1,000,000 .. 2,000,000",513,0,360,0,124,"Action, Adventure",USD,29.99,Single-player, Steam Achievements,0.93167179,0.852416909,1500000,234
227300,Euro Truck Simulator 2,SCS Software,SCS Software,,730780,19246,"10,000,000 .. 20,000,000",6774,666,1876,146,32843,"Indie, Simulation",USD,19.99,Single-player, Multi-player,0.974339556,0.96696036,15000000,1336
219680,Proteus,Ed Key and David Kanaga,Twisted Tree,,2044,657,"200,000 .. 500,000",33,0,31,0,3,"Adventure, Casual, Indie",USD,9.99,Single-player, Full controller support,0.756756757,0.776936952,350000,6
238260,Pinball Arcade,FarSight Studios,FarSight Studios,,2909,1048,"500,000 .. 1,000,000",158,0,18,0,31,"Free to Play, Simulation",,0,Single-player, Multi-player,0.735152894,0.773615588,750000,29
221040,Resident Evil 6,Capcom,Capcom,,37950,10252,"2,000,000 .. 5,000,000",1098,49,776,49,674,"Action, Adventure",USD,19.99,Single-player, Multi-player,0.78731173,0.784082402,3500000,332
245170,Skullgirls 2nd Encore,Hidden Variable Studios,Autumn Games,,28495,11042,"2,000,000 .. 5,000,000",2546,89,175,134,190,"Action, Indie",USD,24.99,Single-player, Multi-player,0.720717303,0.745490107,3500000,306
237890,Agarest: Generations of War,Idea Factory,Ghostlight LTD,,1319,521,"100,000 .. 200,000",440,0,308,0,9,"Adventure, RPG, Strategy",USD,14.99,Single-player, Steam Achievements,0.716847826,0.775143272,150000,28
242050,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,55729,6852,"5,000,000 .. 10,000,000",2152,0,1145,0,896,"Action, Adventure",USD,39.99,Single-player, Multi-player,0.890509899,0.854790301,7500000,276
275390,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,,5977,482,"5,000,000 .. 10,000,000",235,0,146,0,19,"Action, Adventure, Indie",USD,3.74,Single-player, Multi-player,0.925375445,0.805184059,7500000,67
239160,Thief,"Eidos-Montréal, Feral Interactive (Mac)","Eidos Interactive Corp., Feral Interactive (Mac)",,16635,5764,"1,000,000 .. 2,000,000",894,237,227,237,172,"Action, Adventure",USD,2.99,Single-player, Steam Achievements,0.742667083,0.763173564,1500000,237
282800,100% Orange Juice,Orange_Juice,Fruitbat Factory,,23570,1885,"1,000,000 .. 2,000,000",947,8,174,15,280,"Indie, Strategy",USD,6.99,Single-player, Multi-player,0.925947751,0.847061609,1500000,177
1085660,Destiny 2,Bungie,Bungie,,472626,115395,"20,000,000 .. 50,000,000",10852,1760,403,743,51017,"Action, Adventure, Free to Play",,0,Single-player, Multi-player,0.803757009,0.802567662,35000000,910
861540,Dicey Dungeons,Terry Cavanagh,Terry Cavanagh,,9130,1050,"200,000 .. 500,000",463,83,352,83,219,"Indie, Strategy",USD,14.99,Single-player, Steam Achievements,0.896856582,0.80914717,350000,39
399810,Call of Cthulhu,Cyanide Studio,Focus Entertainment,,8655,2307,"500,000 .. 1,000,000",421,0,513,0,32,"Adventure, RPG",USD,19.99,Single-player, Steam Achievements,0.789545703,0.781710336,750000,77
552500,Warhammer: Vermintide 2,Fatshark,Fatshark,,101696,18417,"2,000,000 .. 5,000,000",1921,315,571,346,2436,"Action, Indie",USD,29.99,Single-player, Multi-player,0.846669386,0.833317094,3500000,590
774361,Blasphemous,The Game Kitchen,Team17,,36830,3973,"1,000,000 .. 2,000,000",551,46,421,46,616,"Action, Adventure, Indie",USD,24.99,Single-player, Steam Achievements,0.902629709,0.850754495,1500000,156
784080,MechWarrior 5: Mercenaries,Piranha Games Inc.,Piranha Games Inc.,,8838,1650,"200,000 .. 500,000",1922,1243,1167,1243,1134,"Action, Simulation",USD,29.99,Single-player, Multi-player,0.842677346,0.795583053,350000,25
813630,Supraland,Supra Games,Supra Games,,11067,548,"1,000,000 .. 2,000,000",583,0,723,0,81,"Action, Adventure, Indie, RPG",USD,19.99,Single-player, Steam Achievements,0.95281963,0.828058158,1500000,139
823500,BONEWORKS,Stress Level Zero,Stress Level Zero,,32003,2696,"1,000,000 .. 2,000,000",651,0,405,0,90,"Action, Adventure, Indie, Simulation",USD,29.99,Single-player, Steam Achievements,0.922303236,0.856463369,1500000,67
560130,Pillars of Eternity II: Deadfire,Obsidian Entertainment,"Versus Evil, Obsidian Entertainment",,15403,2119,"1,000,000 .. 2,000,000",4744,67,2894,67,337,RPG,USD,39.99,Single-player, Steam Achievements,0.879066317,0.816225977,1500000,72
859700,USA 2020,GAMES FOR HUMANS,GAMES FOR HUMANS,,165,39,"0 .. 20,000",0,0,0,0,0,"Action, Simulation, Sports",USD,1.99,Single-player, Steam Achievements,0.808823529,0.778996993,10000,43
860910,Hentai 3018,Easy game,Game for people,,842,251,"200,000 .. 500,000",1290,0,1290,0,2,"Action, Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.770356816,0.778487962,350000,78
868020,Aperture Hand Lab,Cloudhead Games Ltd.,Valve,,1167,166,"200,000 .. 500,000",9,0,7,0,3,Adventure,,0,Single-player, Tracked Controller Support,0.875468867,0.782981697,350000,8
877200,Zero Caliber VR,XREAL Games,XREAL Games,,3606,1030,"100,000 .. 200,000",363,0,355,0,24,"Action, Casual, Indie, Simulation",USD,24.99,Single-player, Multi-player,0.777825712,0.77865881,150000,14
881100,Noita,Nolla Games,Nolla Games,,59862,2925,"2,000,000 .. 5,000,000",1440,423,306,439,2526,"Action, Adventure, Indie, RPG, Simulation",USD,19.99,Single-player, Steam Achievements,0.953413923,0.897707083,3500000,85
356190,Middle-earth: Shadow of War,Monolith Productions,WB Games,,84006,11201,"2,000,000 .. 5,000,000",1859,1528,1170,1528,1777,"Action, Adventure, RPG",USD,49.99,Single-player, Steam Achievements,0.882351088,0.857908682,3500000,516
562260,WAVESHAPER,GAMES FOR HUMANS,GAMES FOR HUMANS,,887,115,"20,000 .. 50,000",121,0,122,0,20,"Action, Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.885229541,0.78229673,35000,62
1449560,Metro Exodus,4A Games,Deep Silver,,0,0,"0 .. 20,000",626,421,204,598,974,Action,USD,29.99,Single-player, Steam Achievements,,0.778790122,10000,166
265690,NaissanceE,Limasse Five,Limasse Five,,2902,534,"100,000 .. 200,000",82,0,126,0,2,"Adventure, Indie",,0,Single-player,,0.844586729,0.785672506,150000,9
955050,Bright Memory,FYQD-Studio,"FYQD-Studio, PLAYISM",,29479,2903,"1,000,000 .. 2,000,000",87,0,57,0,8,"Action, Adventure, Indie",USD,7.99,Single-player, Steam Achievements,0.91035143,0.847731639,1500000,21
975370,Dwarf Fortress,Bay 12 Games,Kitfox Games,,24022,1183,"1,000,000 .. 2,000,000",2958,269,1014,269,1138,"Indie, RPG, Simulation, Strategy",USD,25.49,Single-player, Steam Workshop,0.953064868,0.859214552,1500000,46
1012790,Into the Radius VR,CM Games,CM Games,,9027,581,"500,000 .. 1,000,000",390,470,362,470,108,"Action, Indie",USD,29.99,Single-player, Steam Achievements,0.939529559,0.818368748,750000,17
690790,DiRT Rally 2.0,Codemasters,"Codemasters, Electronic Arts",,33619,4721,"1,000,000 .. 2,000,000",847,220,286,310,1124,"Racing, Simulation, Sports",USD,19.99,Single-player, Multi-player,0.876864893,0.834288846,1500000,104
1039880,Hellsplit: Arena,Deep Type Games,Deep Type Games,,3048,514,"200,000 .. 500,000",158,0,214,0,21,"Action, RPG",USD,24.99,Single-player, Tracked Controller Support,0.855699045,0.787098002,350000,8
632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,,257940,9947,"5,000,000 .. 10,000,000",2835,256,1302,126,6800,"Action, Indie",USD,24.99,Single-player, Multi-player,0.962868672,0.944657277,7500000,436
927380,Yakuza Kiwami 2,Ryu Ga Gotoku Studio,SEGA,,13551,666,"500,000 .. 1,000,000",2031,0,1802,0,454,"Action, Adventure, RPG",USD,19.99,Single-player, Steam Achievements,0.953154674,0.835607898,750000,157
1104380,The Room VR: A Dark Matter,Fireproof Games,Fireproof Games,,3358,79,"100,000 .. 200,000",135,0,187,0,6,Adventure,USD,14.99,Single-player, Steam Achievements,0.977014839,0.799530006,150000,2
1125240,Ancient Dungeon,Eric Thullen,Eric Thullen,,1054,50,"50,000 .. 100,000",216,0,324,0,11,"Action, Adventure, Indie, RPG, Early Access",USD,19.99,Single-player, Steam Achievements,0.954710145,0.785154372,75000,2
1152100,Taimanin Asagi 1: Trial,LiLith,Infini-Brain inc.,,0,0,"0 .. 20,000",1,0,1,0,1,Adventure,,0,Single-player,,,0.778790122,10000,3
1178780,BattleGroupVR,SpaceOwl Games,"SpaceOwl Games, Erabit",,778,57,"0 .. 20,000",278,0,494,0,3,"Action, Simulation, Strategy",USD,24.99,Single-player, Multi-player,0.931736527,0.783012274,10000,1
527430,"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,NeocoreGames,,14414,4810,"1,000,000 .. 2,000,000",1183,0,758,0,345,"Action, Adventure, Indie, RPG",USD,49.99,Single-player, Multi-player,0.749791927,0.767328373,1500000,63
1042800,"Warhammer 40,000: Inquisitor - Prophecy",NeocoreGames,NeocoreGames,,2078,539,"100,000 .. 200,000",406,0,266,0,71,"Action, Adventure, Indie, RPG",USD,24.99,Single-player, Multi-player,0.794038976,0.780036038,150000,18
1222370,Necromunda: Hired Gun,Streum On Studio,Focus Entertainment,,4397,2248,"200,000 .. 500,000",222,0,214,0,20,"Action, Adventure",USD,39.99,Single-player, Steam Achievements,0.661700527,0.757211902,350000,37
1229490,ULTRAKILL,"Arsi ""Hakita"" Patala",New Blood Interactive,,102543,2154,"2,000,000 .. 5,000,000",496,32,370,48,2427,"Action, Indie, Early Access",USD,24.99,Single-player, Full controller support,0.979426345,0.935423201,3500000,48
1262350,SIGNALIS,rose-engine,"Humble Games, PLAYISM",,15727,505,"1,000,000 .. 2,000,000",273,0,252,0,185,"Action, Adventure, Indie",USD,19.99,Single-player, Steam Achievements,0.968888615,0.846392292,1500000,31
1326470,Sons Of The Forest,Endnight Games Ltd,Newnight,,162461,26391,"5,000,000 .. 10,000,000",1206,221,859,274,15863,"Action, Adventure, Indie, Simulation",USD,29.99,Single-player, Multi-player,0.86025565,0.849277608,7500000,542
1390350,Webbed,Sbug Games,Sbug Games,,12035,293,"500,000 .. 1,000,000",344,0,379,0,37,"Action, Adventure, Indie",USD,9.99,Single-player, Steam Achievements,0.976232966,0.83710436,750000,18
1238810,Battlefield V,DICE,Electronic Arts,,143935,58584,"5,000,000 .. 10,000,000",2491,529,581,240,29231,Action,USD,49.99,Single-player, Multi-player,0.710723438,0.71935539,7500000,465
976310,Mortal Kombat 11,"NetherRealm Studios, QLOC, Shiver","Warner Bros. Games, Warner Bros. Interactive Entertainment",,83775,11296,"2,000,000 .. 5,000,000",1266,383,535,506,2064,Action,USD,49.99,Single-player, Multi-player,0.881183537,0.856990293,3500000,477
1481400,Dagon,,,,0,0,"0 .. 20,000",25,0,29,0,0,,,0,Single-player, Steam Achievements,,0.778790122,10000,14
1499120,I Expect You To Die 2: The Spy and the Liar,Schell Games,Schell Games,,1088,44,"50,000 .. 100,000",152,0,241,0,8,Adventure,USD,24.99,Single-player, Steam Achievements,0.961130742,0.785547753,75000,4
1530750,EVERSLAUGHT,MobX GmbH,MobX GmbH,,228,125,"50,000 .. 100,000",0,0,0,0,1,"Action, Indie, RPG, Early Access",USD,19.99,Single-player, Tracked Controller Support,0.645892351,0.777214048,75000,0
1583230,High On Life,"Squanch Games, Inc.","Squanch Games, Inc.",,13677,1622,"200,000 .. 500,000",798,0,797,0,152,"Action, Adventure",USD,39.99,Single-player, Steam Achievements,0.893979999,0.818204663,350000,74
1599560,Wanderer,Mighty Eyes,Mighty Eyes,,782,135,"50,000 .. 100,000",53,0,78,0,6,"Action, Adventure",USD,39.99,Single-player, Steam Achievements,0.852780807,0.781027188,75000,3
613900,Museum of Other Realities,MOR Museum Inc.,MOR Museum Inc.,,358,33,"50,000 .. 100,000",57,52,102,52,1,"Casual, Simulation",,0,Single-player, Multi-player,0.915601023,0.780584971,75000,15
1003590,Tetris Effect: Connected,"Monstars Inc., Resonair, Stage Games",Enhance,,6233,331,"200,000 .. 500,000",661,4,482,4,128,"Casual, Indie",USD,39.99,Single-player, Multi-player,0.949573431,0.809949805,350000,34
1110910,Mortal Shell,Cold Symmetry,Playstack,,4850,2014,"200,000 .. 500,000",366,53,225,53,35,"Action, RPG",USD,29.99,Single-player, Steam Achievements,0.706585082,0.765128025,350000,45
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,,21431,3837,"2,000,000 .. 5,000,000",1639,0,214,0,849,"Simulation, Strategy",USD,29.99,Single-player, Steam Achievements,0.848147855,0.81084041,3500000,281
283270,Jagged Alliance 1: Gold Edition,"Sir-Tech, Madlab Software",THQ Nordic,,341,96,"100,000 .. 200,000",13,0,21,0,10,"Action, RPG, Strategy",USD,9.99,Single-player, Multi-player,0.780320366,0.778812525,150000,15
1782120,ZERO Sievert,CABO Studio,Modern Wolf,,8038,1284,"500,000 .. 1,000,000",2070,0,2060,0,222,"Action, Adventure, Early Access",USD,19.99,Single-player, Family Sharing,0.862261317,0.798878546,750000,18
2007530,Spellbook Demonslayers,Xendra,"Xendra, Erabit",,960,203,"50,000 .. 100,000",1258,0,1258,0,19,"Action, Casual, Early Access",USD,3.94,Single-player, Steam Achievements,0.825451419,0.780564968,75000,7
1544020,The Callisto Protocol,Striking Distance Studios,"KRAFTON, Inc.",,21442,12011,"500,000 .. 1,000,000",827,468,872,928,401,"Action, Adventure",USD,59.99,Single-player, Steam Achievements,0.640958957,0.705445387,750000,100
2024230,Project Lazarus,Terapoly,Terapoly,,1048,231,"100,000 .. 200,000",5715,0,5715,0,9,"Action, Casual",USD,5.99,Single-player, Steam Achievements,0.819390149,0.780482029,150000,2
